date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:21:32	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:33%20GMT	https://merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/08/mariska-meijers-bold-cubism-tray-fre-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/08/mariska-meijers-bold-cubism-tray-fre-500x500.jpg	(from https://merchandiser.wp-theme.design/)
00:21:33	194982/194982	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:33%20GMT	https://merchandiser.wp-theme.design/home/home-v3-ecommerce-categories/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/home-v3-ecommerce-categories/index.html	(from https://merchandiser.wp-theme.design/)
00:21:34	258298/258298	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:33%20GMT	https://merchandiser.wp-theme.design/home/home-v2-ecommerce-products/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/home-v2-ecommerce-products/index.html	(from https://merchandiser.wp-theme.design/)
00:21:36	188440/188440	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:35%20GMT	https://merchandiser.wp-theme.design/home/home-v5-full-width-categories/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/home-v5-full-width-categories/index.html	(from https://merchandiser.wp-theme.design/)
00:21:37	199305/199305	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:35%20GMT	https://merchandiser.wp-theme.design/home/home-v4-product-landing-page/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/home-v4-product-landing-page/index.html	(from https://merchandiser.wp-theme.design/)
00:21:37	21277/21277	---M--	200	added ('OK')	image/jpeg	etag:%225af2d4dc-531d%22	https://merchandiser.wp-theme.design/wp-content/uploads/2016/08/mariska-meijers-bold-cubism-tray-fre-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/wp-content/uploads/2016/08/mariska-meijers-bold-cubism-tray-fre-500x500.jpg	(from https://merchandiser.wp-theme.design/)
00:21:38	196155/196155	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:36%20GMT	https://merchandiser.wp-theme.design/home/home-v6-parallax-sections/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/home-v6-parallax-sections/index.html	(from https://merchandiser.wp-theme.design/)
00:21:38	193919/193919	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:37%20GMT	https://merchandiser.wp-theme.design/home/home-v7-categories-video/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/home-v7-categories-video/index.html	(from https://merchandiser.wp-theme.design/)
00:21:39	188820/188820	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:38%20GMT	https://merchandiser.wp-theme.design/home/home-v8-full-width-categories-b/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/home-v8-full-width-categories-b/index.html	(from https://merchandiser.wp-theme.design/)
00:21:40	265965/265965	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:38%20GMT	https://merchandiser.wp-theme.design/home/home-v9-product-collections/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/home-v9-product-collections/index.html	(from https://merchandiser.wp-theme.design/)
00:21:41	184982/184982	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:40%20GMT	https://merchandiser.wp-theme.design/home/splash-v1-coming-soon/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/splash-v1-coming-soon/index.html	(from https://merchandiser.wp-theme.design/)
00:21:41	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:42%20GMT	https://merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/01/034-Patchwork-Fabric-Chair-with-Metal-Legs-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/01/034-Patchwork-Fabric-Chair-with-Metal-Legs-500x500.13.delayed	(from https://merchandiser.wp-theme.design/)
00:21:43	184011/184011	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:42%20GMT	https://merchandiser.wp-theme.design/home/splash-v3-coming-soon/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/splash-v3-coming-soon/index.html	(from https://merchandiser.wp-theme.design/)
00:21:43	184469/184469	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:42%20GMT	https://merchandiser.wp-theme.design/home/splash-v2-coming-soon/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/home/splash-v2-coming-soon/index.html	(from https://merchandiser.wp-theme.design/)
00:21:44	193495/193495	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:42%20GMT	https://merchandiser.wp-theme.design/about-v1/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/about-v1/index.html	(from https://merchandiser.wp-theme.design/)
00:21:44	187783/187783	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:43%20GMT	https://merchandiser.wp-theme.design/about-v2/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/about-v2/index.html	(from https://merchandiser.wp-theme.design/)
00:21:45	22296/22296	---M--	200	added ('OK')	image/jpeg	etag:%225af2d583-5718%22	https://merchandiser.wp-theme.design/wp-content/uploads/2016/01/034-Patchwork-Fabric-Chair-with-Metal-Legs-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/wp-content/uploads/2016/01/034-Patchwork-Fabric-Chair-with-Metal-Legs-500x500.jpg	(from https://merchandiser.wp-theme.design/)
00:21:47	185869/185869	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:46%20GMT	https://merchandiser.wp-theme.design/contact/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/contact/index.html	(from https://merchandiser.wp-theme.design/)
00:21:47	192033/192033	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:46%20GMT	https://merchandiser.wp-theme.design/faqs/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/faqs/index.html	(from https://merchandiser.wp-theme.design/)
00:21:48	184193/184193	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:46%20GMT	https://merchandiser.wp-theme.design/contact-v2/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/contact-v2/index.html	(from https://merchandiser.wp-theme.design/)
00:21:49	202881/202881	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:46%20GMT	https://merchandiser.wp-theme.design/about-v3/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/about-v3/index.html	(from https://merchandiser.wp-theme.design/)
00:21:50	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:50%20GMT	http://merchandiser.wp-theme.design/blog/?customize_changeset_uuid_gbt=c830085a-aa15-4d23-913a-085d39737d74	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/blog/index0cb9.html	(from https://merchandiser.wp-theme.design/)
00:21:50	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:51%20GMT	http://merchandiser.wp-theme.design/blog/?no-preset	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/blog/index6987.html	(from https://merchandiser.wp-theme.design/)
00:21:50	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:51%20GMT	http://merchandiser.wp-theme.design/blog/?customize_changeset_uuid_gbt=5daf0f96-196c-4dcd-a128-cf86243f8313	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/blog/index44ef.html	(from https://merchandiser.wp-theme.design/)
00:21:51	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:51%20GMT	http://merchandiser.wp-theme.design/100-scandinavian-with-twee-wayfarers/?customize_changeset_uuid_gbt=41798d90-a6a5-4eeb-83e7-352f0e705bf7	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/100-scandinavian-with-twee-wayfarers/index2391.html	(from https://merchandiser.wp-theme.design/)
00:21:51	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:51%20GMT	http://merchandiser.wp-theme.design/100-scandinavian-with-twee-wayfarers/?no-preset	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/100-scandinavian-with-twee-wayfarers/index6987.html	(from https://merchandiser.wp-theme.design/)
00:21:51	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:52%20GMT	http://merchandiser.wp-theme.design/shop/?customize_changeset_uuid_gbt=efa1526c-e903-4001-a749-5b2ef44f4b9c	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/index2b28.html	(from https://merchandiser.wp-theme.design/)
00:21:52	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:50%20GMT	https://merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/01/sail-001-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/01/sail-001-500x500.15.delayed	(from https://merchandiser.wp-theme.design/)
00:21:52	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:53%20GMT	http://merchandiser.wp-theme.design/shop/?customize_changeset_uuid_gbt=47fba0d9-8937-4558-9fce-9c7674ceeafe	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/indexc31a.html	(from https://merchandiser.wp-theme.design/)
00:21:53	262035/262035	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:53%20GMT	https://merchandiser.wp-theme.design/shop/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/index.html	(from https://merchandiser.wp-theme.design/)
00:21:54	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:54%20GMT	http://merchandiser.wp-theme.design/shop/?customize_changeset_uuid_gbt=ca6421d5-d034-49c2-86fc-aa12d4acc299	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/index53cb.html	(from https://merchandiser.wp-theme.design/)
00:21:55	263000/263000	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:54%20GMT	https://merchandiser.wp-theme.design/shop/?no-preset	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/index6987.html	(from https://merchandiser.wp-theme.design/)
00:21:55	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:56%20GMT	http://merchandiser.wp-theme.design/shop/?customize_changeset_uuid_gbt=a8d7e476-3bd4-4744-b6a3-510f2c693d5a	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/indexe6cb.html	(from https://merchandiser.wp-theme.design/)
00:21:57	245328/245328	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:55%20GMT	https://merchandiser.wp-theme.design/product-category/kitchen-dining/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/product-category/kitchen-dining/index.html	(from https://merchandiser.wp-theme.design/)
00:21:57	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:56%20GMT	http://merchandiser.wp-theme.design/shop/?customize_changeset_uuid_gbt=563b31d7-045e-468a-97ec-3fc62d2f0972	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/indexaa05.html	(from https://merchandiser.wp-theme.design/)
00:21:57	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:56%20GMT	http://merchandiser.wp-theme.design/shop/?customize_changeset_uuid_gbt=9332327f-24ed-42d8-a919-c6f39bd8abdd	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/index3126.html	(from https://merchandiser.wp-theme.design/)
00:21:57	9619/9619	---M--	200	added ('OK')	image/jpeg	etag:%225af2d6d9-2593%22	https://merchandiser.wp-theme.design/wp-content/uploads/2016/01/sail-001-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/wp-content/uploads/2016/01/sail-001-500x500.jpg	(from https://merchandiser.wp-theme.design/)
00:21:59	264409/264409	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:58%20GMT	https://merchandiser.wp-theme.design/shop/seating/purple-dining-chair/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/seating/purple-dining-chair/index.html	(from https://merchandiser.wp-theme.design/)
00:22:00	229291/229291	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:59%20GMT	https://merchandiser.wp-theme.design/shop/seating/simple-product/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/seating/simple-product/index.html	(from https://merchandiser.wp-theme.design/)
00:22:00	222426/222426	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:51:59%20GMT	https://merchandiser.wp-theme.design/shop/seating/external-affiliate-product/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/seating/external-affiliate-product/index.html	(from https://merchandiser.wp-theme.design/)
00:22:01	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:51:59%20GMT	https://merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/01/emfa-001-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/01/emfa-001-500x500.17.delayed	(from https://merchandiser.wp-theme.design/)
00:22:02	244252/244252	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:01%20GMT	https://merchandiser.wp-theme.design/shop/kitchen-dining/hi-cut-transparent-chair/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/kitchen-dining/hi-cut-transparent-chair/index.html	(from https://merchandiser.wp-theme.design/)
00:22:03	221446/221446	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:02%20GMT	https://merchandiser.wp-theme.design/shop/kitchen-dining/clear-swingtop-bottles/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/kitchen-dining/clear-swingtop-bottles/index.html	(from https://merchandiser.wp-theme.design/)
00:22:03	241603/241603	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:02%20GMT	https://merchandiser.wp-theme.design/shop/seating/fivee-houseplant-pot/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/shop/seating/fivee-houseplant-pot/index.html	(from https://merchandiser.wp-theme.design/)
00:22:04	8081/8081	---M--	200	added ('OK')	image/jpeg	etag:%225af2d6c8-1f91%22	https://merchandiser.wp-theme.design/wp-content/uploads/2016/01/emfa-001-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/wp-content/uploads/2016/01/emfa-001-500x500.jpg	(from https://merchandiser.wp-theme.design/)
00:22:04	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2011%20Sep%202019%2018:52:04%20GMT	https://merchandiser.wp-theme.design/checkout/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/checkout/index.html	(from https://merchandiser.wp-theme.design/)
00:22:04	222788/222788	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:04%20GMT	https://merchandiser.wp-theme.design/cart/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/cart/index.html	(from https://merchandiser.wp-theme.design/)
00:22:06	183555/183555	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:05%20GMT	https://merchandiser.wp-theme.design/my-account/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/my-account/index.html	(from https://merchandiser.wp-theme.design/)
00:22:06	184775/184775	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:05%20GMT	https://merchandiser.wp-theme.design/order-tracking/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/order-tracking/index.html	(from https://merchandiser.wp-theme.design/)
00:22:08	193260/193260	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:06%20GMT	https://merchandiser.wp-theme.design/blog/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/blog/index.html	(from https://merchandiser.wp-theme.design/)
00:22:08	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:52:08%20GMT	http://merchandiser.wp-theme.design/blog/?customize_changeset_uuid_gbt=c361be75-5448-4e69-b05f-2e7fd0f9fe8f	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/blog/index2ee8.html	(from https://merchandiser.wp-theme.design/)
00:22:08	202597/202597	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:07%20GMT	https://merchandiser.wp-theme.design/100-scandinavian-with-twee-wayfarers/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/100-scandinavian-with-twee-wayfarers/index.html	(from https://merchandiser.wp-theme.design/)
00:22:10	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:52:10%20GMT	http://merchandiser.wp-theme.design/blog/?customize_changeset_uuid_gbt=9615284b-5fc7-454b-9f73-bf05ec275056	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/blog/indexe9cd.html	(from https://merchandiser.wp-theme.design/)
00:22:10	188944/188944	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:09%20GMT	https://merchandiser.wp-theme.design/elements/product-categories-grid/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/elements/product-categories-grid/index.html	(from https://merchandiser.wp-theme.design/)
00:22:10	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202019%2018:52:07%20GMT	https://merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/05/dante-001-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser-szcel9eb49h.stackpathdns.com/wp-content/uploads/2016/05/dante-001-500x500.19.delayed	(from https://merchandiser.wp-theme.design/)
00:22:11	214090/214090	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202019%2018:52:11%20GMT	https://merchandiser.wp-theme.design/elements/recent-products/	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/elements/recent-products/index.html	(from https://merchandiser.wp-theme.design/)
00:22:13	7420/7420	---M--	200	added ('OK')	image/jpeg	etag:%225af2d6a7-1cfc%22	https://merchandiser.wp-theme.design/wp-content/uploads/2016/05/dante-001-500x500.jpg	C:/My%20Web%20Sites/merchy/merchandiser.wp-theme.design/wp-content/uploads/2016/05/dante-001-500x500.jpg	(from https://merchandiser.wp-theme.design/)
